"rating_vehicle_number";"rating_driveability";"rating_speed";"rating_vehicle_cleanliness";"rating_comment";"create_time"
"4004";"0";"1";"0";"Nera autobuso pagal grafika, nr 4004 stovejo pusvalandi, o kai reikejo 10.01 vaziuoti i marsruta, uzsidejo kortele ""i parka"" ir isvaziavo.";"2015-05-30 10:06:51"
"935";"5";"4";"4";"";"2015-05-29 22:42:09"
"949";"3";"1";"3";"labai blogai";"2015-05-29 22:19:36"
"922";"5";"5";"5";"patiko. vaziuosim dar!";"2015-05-29 19:16:30"
"2647";"5";"5";"4";"stazuotoja veza puikiai )!";"2015-05-29 18:24:16"
"515";"1";"3";"4";"Laksto kaip akis isdeges";"2015-05-29 17:58:44"
"1567";"4";"5";"2";"hi hi";"2015-05-29 17:55:34"
"712";"3";"1";"3";"Daug graficciu";"2015-05-29 16:58:28"
"954";"2";"1";"4";"Vairuotojas nemandagus.";"2015-05-29 16:36:59"
"1641";"2";"5";"2";"Vairuotojas greitai stabdo, o paskui didina greiti. O keleiviai vos laikosi.";"2015-05-29 12:39:05"
"1681";"1";"3";"4";"Pasibjaurėtinas vairuotojo nekompetetingumas. Troleibuse pateikta 6 maršruto informacija, nors važiuoja antru maršrutu, vairuotojas nepasirūpinęs pilnos kainos bilietėliais padavė 2 po pusę kainos keleiviui liepęs pažymėri abu kaip atitikmenį vienam pilnam. nepagarbiai rėkė ant keleivių kurie bandė informuoti vairuotoją, kad taip daryti neleistina, vairuotojas pasirodė iš vis nenutuokiantis apie savo darbo kodeksą";"2015-05-29 10:37:42"
"1649";"1";"5";"5";"Bereikalingai staiga stabdo...troleibuse net nukrito moteris";"2015-05-29 08:18:45"
"980";"5";"4";"5";"";"2015-05-29 07:23:52"
"972";"5";"5";"5";"";"2015-05-28 22:44:29"
"972";"5";"5";"5";"";"2015-05-28 22:44:23"
"702";"5";"1";"4";"";"2015-05-28 22:15:22"
"700";"5";"5";"5";"man patiko...";"2015-05-28 19:04:19"
"727";"5";"5";"5";"";"2015-05-28 18:12:20"
"1111";"4";"5";"3";"";"2015-05-28 16:38:13"
"981";"5";"5";"5";"";"2015-05-28 16:14:47"
"137";"5";"5";"5";"Super vairuotojas!";"2015-05-28 15:52:48"
"747";"5";"5";"5";"Laiku, patogu.";"2015-05-28 15:30:12"
"1680";"5";"5";"5";"Labai malonus ir paslaugus vairuotojas.Jeigu būtų daugiau tokių vairuotojų,tai Vilniaus viešojo transporto kokybė ženkliai pagerėtų";"2015-05-28 15:12:43"
"721";"5";"5";"3";"";"2015-05-28 15:03:09"
"780";"5";"5";"5";"Greitai ir saugu.";"2015-05-28 14:56:29"
"725";"4";"4";"2";"";"2015-05-28 14:49:27"
"514";"1";"4";"3";"Nemandagus   vairuotojas";"2015-05-28 12:12:53"
"747";"5";"5";"5";"Tikras profesionalas.";"2015-05-28 11:17:49"
"1678";"5";"5";"5";"Šiandien važiavau nuo žalgirio stadijono 9:35. Vairuotoja buvo itin maloni ir geros nuotaikos iškarto praskaidrino rytą.";"2015-05-28 09:42:00"
"652";"5";"5";"4";"";"2015-05-28 08:48:34"
"01009";"0";"1";"0";"LoL";"2015-05-28 08:30:31"
"982";"2";"1";"3";"autobusas tiek i Panoramos, tiek i Tauragnu stoteles atvyko 10 ar daugiau minuciu veliau. Is kur tokie velavimai ir kaip nuspeti, kada autobusas taip smarkiai veluos ir tuo paciu keleiviai i darbus..";"2015-05-28 07:59:45"
"621";"5";"1";"3";"";"2015-05-28 07:41:30"
"2485";"1";"0";"0";"Vairuotojas akivaizdžiai matė kaip du mokinukai bėga į troleibusą, bet uždarė duris likus porai metrų iki durų ir nuvažiavo";"2015-05-28 07:40:15"
"949";"5";"5";"5";"";"2015-05-28 07:18:42"
"984";"5";"5";"5";"Greita, SAUGI ir patogi kelionė! Vairavimo stilius vertas komplimentų.";"2015-05-28 06:57:38"
"830";"5";"5";"5";"Autobusas baisus, bet vairuotojas šaunus ir mandagus";"2015-05-28 06:55:32"
"970";"1";"5";"3";"Vairuotojas lekia kaip beprotis";"2015-05-27 23:45:09"
"1677";"1";"1";"1";"Šiandien 9:35 važiavau nuo Žapgirio stadijono st. Kadangi esu dieninių studijų studenė moku 50centų už bilietą. Vairuotoja padarė klaidą ir davė bilietėlį už 1€. Pagalvojau, kad pati ne taip susiskaičiavau. Privažiavus kitą stotelę vairuotoja ėmė rėkti, kad davė ne tą bilietėlį ir liepė man susimokėti UŽ JOS PAČIOS PADARYTĄ KLAIDĄ. Viso šio įvykio dėka netekau pinigų skirtų kelionei namo. Pati dirbu klientų aptarnavime ir žinau, kad jei padarai klaidą negalima klatinti ir bausti kliento.";"2015-05-27 23:14:33"
"0000000";"1";"1";"1";"23:00 vaduvos stoteleje, neblaivus pilietis bande ilipti 24 marsruto autobusa. Vairuotojas pries nosi uzdare duris ir pilietis norejas ilipti, pradejo belstis, ir vairuotojas pradejo kazkuo grasint. (rusiskai nesuprantu) taip delse kokias 5 minutes ir daugiau stengdamasis juos isodinti.";"2015-05-27 23:07:18"
"938";"5";"5";"4";"";"2015-05-27 22:43:20"
"151";"5";"5";"5";"Vairuotojas mandagus.";"2015-05-27 22:26:05"
"932";"5";"5";"5";"";"2015-05-27 22:18:26"
"708";"5";"4";"4";"";"2015-05-27 22:16:23"
"726";"5";"5";"5";"zajebalo jehat";"2015-05-27 21:56:27"
"842";"4";"5";"2";"kaista variklis";"2015-05-27 18:07:20"
"504";"5";"5";"5";"Vairuotojas mato skubancius ir atskubancius keleivius ir ju palaukia stoteleje!";"2015-05-27 17:38:46"
"799";"1";"5";"5";"Aptaske pesciuosius kalvariju/ozo. 17:29";"2015-05-27 17:29:34"
"831";"4";"4";"1";"Autobusas tragiskos technines bukles. Kas antra sedyne slapia, nes per lubas siaubingai verziasi lietaus vanduo!";"2015-05-27 17:28:50"
"1547";"5";"4";"5";"visai neblogai as butent damar vaziuoju as esu berniukas su ruda striuke jeigu vairuotuojas mane mano tegul pamojuoja man kai sustos troleibusas";"2015-05-27 17:10:47"
"470";"3";"1";"1";"Maza to kad veluoja 5 min tai dar ir purvina autobuse. !!!";"2015-05-27 16:54:14"
"4506";"5";"3";"2";"";"2015-05-27 16:30:52"
"114";"3";"5";"4";"";"2015-05-27 16:17:20"
"592";"5";"5";"3";"";"2015-05-27 16:11:50"
"1533";"4";"0";"1";"Patikrinkite transporto priemonę. Vanduo kaupiasi apšvietimo lempų plastikinėse apsaugose pilna vandens, jau nekalbant apie smarkiai lašantį vandenį nuo lūbų ir tekančias per langus upes.";"2015-05-27 11:51:49"
"472";"4";"4";"3";"Kiauras autobusas, remontuokite stoga";"2015-05-27 11:26:33"
"2478";"5";"4";"4";"tiesiog maloniai veža! ačiū";"2015-05-27 09:54:47"
"470";"2";"1";"3";"Juzeliuno stotelej autobusas turejo buti 8:55, atejus 8:50 autobuso sulaukiau tik 9:05. Tai arba sis velavo 10min arba vienas pries ji vaziavo faugiau kaip 5 min per anksti";"2015-05-27 09:18:11"
"788";"2";"1";"3";"";"2015-05-27 08:24:43"
"803";"3";"4";"1";"Lauke lyjant lietui pro stoga varvejo vanduo, sedynes slapios. Autobusas senas, kvapas baisus, sedynes purvinos.";"2015-05-27 08:16:28"
"955";"5";"5";"5";"";"2015-05-27 05:36:21"
"167";"5";"5";"5";"";"2015-05-26 22:12:35"
"497";"3";"1";"1";"Važiavo ne pagal grafiką, vėlavo pristatyti į šeškinės sustojimą 5 minutes. Dėl to nespėjau perlipti į kitą autobusą. Todėl teko keisti maršrutą ir vėluoti.
Be to vairuotojas sustojimuose užsiimdavo pašaline veikla ir sąmoningai gaišino laiką!";"2015-05-26 20:22:21"
"890";"4";"4";"2";"Per mažas autobusas šiam maršrutui";"2015-05-26 17:28:38"
"266";"5";"5";"5";"Viskas labai gerai, bet autobusas - vaziuojanti pirtis";"2015-05-26 17:18:17"
"2606";"1";"5";"2";"veza kaip bulviu maisus, ar darbuotojas naujas ar mazai patirties, bet labai nemalonu. perduokite, kad stabdyti reikia ramiai, o ne kirsti per stabdzius, kad puse troleibuso issivartytu";"2015-05-26 17:15:19"
"592";"5";"5";"1";"Po kedemis daug laiko nevalyta ir metosi siuksles";"2015-05-26 14:59:10"
"752";"3";"5";"1";"Lauke karšta diena, o naujam autobuse nenaudojamas kondicionierius, langai/liukas užverti. Tvanku, trūksta oro. Alpsta keleivė.";"2015-05-26 13:59:23"
"149";"5";"5";"4";"Prirasineta ir pripiesta ant galiniu sedinuu.";"2015-05-26 09:46:32"
"809";"4";"1";"4";"pagubes sodu stoteleje link centro buvo ne 8.59 o 8.54 gerai kas spejau persesti is 65.";"2015-05-26 08:57:52"
"989";"3";"3";"3";"vairuitojas necenzuriskai rusiskai keikisi ant keleiviu be jokio pagrindo";"2015-05-26 08:51:07"
"1639";"3";"2";"1";"Jokios ventiliacijos vos ne apsivemiau įlipęs nuo smarvės";"2015-05-26 08:09:07"
"088";"5";"5";"5";"";"2015-05-25 21:51:25"
"997";"4";"5";"5";"transporto priemoneje nera tinkamai pasirupinta vairuotojo darbo vietos saugumu.";"2015-05-25 21:50:53"
"519";"5";"5";"5";"";"2015-05-25 21:46:54"
"529";"1";"5";"4";"autobusas 5G siandien Taikos st.11:02 ,pabegejau link autobuso,vairuotojas mate,kad begu,luktelejo,tik pribegau,viena koja jau lipau i autobusa,kai vairuotojas uzdare duris,nespejus man ilipti,as neissilaikiau ir slydau i tarpa tarp autobuso ir salitgatvio, atsipirkau tik kojos nubrozdimu ir isgasciu,tikiuosi tai nepasikartos.";"2015-05-25 21:31:28"
"741";"5";"5";"5";"";"2015-05-25 19:45:21"
"189";"2";"4";"4";"labai agresyvus vairuotojas";"2015-05-25 18:30:29"
"1556";"4";"5";"4";":)";"2015-05-25 18:10:32"
"374";"3";"1";"4";"Pastoviai veluoja plius minus 5 min. P.S kiek jau galima pastabu rasyt.";"2015-05-25 16:41:08"
"453";"0";"3";"0";"";"2015-05-25 16:39:57"
"2648";"5";"5";"5";"";"2015-05-25 16:29:36"
"789";"4";"4";"1";"karsta";"2015-05-25 14:35:29"
"1657";"5";"5";"5";"";"2015-05-25 11:57:30"
"986";"5";"5";"5";"pirma ryta 52 autobusas vaziavo lb tvarkingai. nestoviniavo kiekvienoje stoteleje ir nelauke po minute.";"2015-05-25 07:21:31"
"1544";"5";"5";"4";"labai saunus vairuotojas, begau i autobusa jis truputi pavaziavo, kad maziau butu begti ir ilipciau. aciu.";"2015-05-25 07:15:08"
"550";"0";"5";"0";"Autobuso viduje nera marsruto numerio. 25d 6.36 is Pilaites vairuotojas vertas pagyrimo atidumo keleiviams";"2015-05-25 07:07:38"
"988";"5";"5";"5";"";"2015-05-25 06:55:58"
"982";"5";"5";"3";"smirda alkoholiu";"2015-05-24 22:13:11"
"1513";"1";"3";"2";"Vairuoja taip, tarsi kaimo jurgis malkas vežtų. Vairuotojas gana jaunas. Vairuodamas kalba telefonu, trūkčioja pedalus, metasi ant stabdžių arba pagreitėja negalvodamas apie keleivius. Dabar 20:38, sekmadienis, gegužės 24";"2015-05-24 20:39:02"
"710";"1";"0";"0";"Vairuotojas buvo labai malonus keleiviams. Minusai: vairuodamas kalbejo mobiliu, telefona laikydamas rankoje. Ar autobusu parkas negali aprupinti vairuotoju laisvu ranku iranga, jeigu vadovybei rupi eismo dalyviu saugumas?";"2015-05-24 20:07:09"
"2490";"5";"5";"5";"";"2015-05-24 18:38:32"
"4004";"5";"5";"4";"Neblogai";"2015-05-24 17:00:51"
"724";"1";"5";"5";"Vairuotojas stabdo taip staigiai kad ne tik isstovet bet ir issedet sunku. Keleiviai pasipiktine.";"2015-05-24 15:29:58"
"593";"5";"5";"5";"ypač mandagi ir paslaugi vairuotoja. seniai tokią teko sutikti.";"2015-05-24 11:42:46"
"939";"4";"4";"4";"";"2015-05-24 01:16:23"
"955";"5";"5";"5";"";"2015-05-23 23:03:47"
"4005";"5";"5";"4";"";"2015-05-23 22:28:32"
"2688";"2";"0";"0";"Vairuotoja nuolat kalbėjo telefonu.";"2015-05-23 22:09:07"
"3003";"4";"4";"4";"";"2015-05-23 22:08:06"
"939";"4";"4";"4";"";"2015-05-23 22:07:02"
"1111";"5";"5";"1";"Smirda slapimu";"2015-05-23 20:04:19"
"596";"1";"5";"1";"Heheheuheuheu";"2015-05-23 19:06:22"
"944";"5";"5";"3";"";"2015-05-23 18:43:02"
"2507";"5";"1";"4";"";"2015-05-23 15:22:47"
"541";"4";"5";"4";"Pavarų dėžė - tragiška! Sutaisykite";"2015-05-23 13:29:54"
"192";"4";"4";"3";"Langus reiketu nuplauti. Malonus vairuotojas, gera aptarnavimo kokybe.";"2015-05-23 11:27:31"
"710";"4";"1";"5";"vėluoja ir be reikalo per ilgai stovi stotelėse.";"2015-05-23 10:43:23"
"955";"5";"3";"3";"";"2015-05-23 08:21:37"
"1680";"5";"4";"4";"";"2015-05-23 06:56:24"
"4001";"5";"5";"1";"autobuso gale keleivis nešvarus, dvokiantis. visi, įlipę pro galines duris, yra priversti pereiti į autobuso priekį. kvapas neįmanomas. ką kiti keleiviai turėtų daryti, kad tokių atvejų nepasitaikytų? mano žiniomis keleivių pervežimo taisyklėse yra punktas, kad nešvariais rūbais negalima naudotis viešuoju transportu. kas turi užtikrinti keleivių saugumą ir komfortą?";"2015-05-22 18:43:11"
"989";"5";"5";"5";"2015-05-22 18:15 Nuostabus, supratingas vairuotojas. Daugiau tokiu kaip jis ir pasaulis taptu geresnis! :)";"2015-05-22 18:15:30"
"951";"5";"5";"3";"nors buvo piko metas bet i sustojima kalvariios atvyko laiku, vaziavo saugiai.";"2015-05-22 17:53:16"
"494";"5";"5";"2";"Ačiū labai vairuotojui ! Esu labai patenkintas, daugiau tokių vairuotojų :)";"2015-05-22 17:52:17"
"1653";"1";"2";"2";"vairuotojui pasigydyti reiktų, beprotis kažkoks, pasijaučiau lyg sportiniame automobilyje";"2015-05-22 16:10:14"
"4005";"5";"5";"5";"";"2015-05-22 15:05:05"
"979";"5";"5";"5";"sugedo";"2015-05-22 14:39:07"
"712";"5";"5";"5";"prie viso sito dar pridedu ir nuostabu vairuotoja. tvarkingai apsirenges ir mandagus. tokiems darbuotojams butina pinigine premija.";"2015-05-22 13:24:36"
"548";"4";"5";"1";"tragedija autobusas. triuksmas nesveikas, neimanoma susisneket, stovint vietoj atrodo tuoj isvibruos viskas";"2015-05-22 12:19:47"
"7626291048";"5";"4";"4";"gerai";"2015-05-22 11:31:56"
"2714";"5";"3";"5";"";"2015-05-22 11:15:47"
"962";"2";"4";"5";"vairuojama lyg ralio varžybose: staigūs stabdymai, posūkiai. Net sėdint reikia stipriai įsitverti..";"2015-05-22 09:42:05"
"266";"1";"2";"1";"";"2015-05-22 09:20:15"
"757";"5";"5";"4";"";"2015-05-22 08:30:48"
"620";"5";"5";"5";"Labai maloni kelionė buvo. Belieka tik pagirti vairuotoją.";"2015-05-22 08:24:16"
"932";"2";"5";"5";"labai staigiai stabdo, net kai tam nėra reikalo. Sunku stovint išsilaikyti";"2015-05-22 07:39:34"
"956";"5";"5";"5";"Labai gera vairuotoja";"2015-05-22 07:34:17"
"790";"5";"5";"3";"";"2015-05-21 22:42:05"
"2668";"4";"5";"3";"atvaziuota laiku, tik siek tiek reikia tvarkos su sedinem, nes purvinos";"2015-05-21 22:39:40"
"178";"1";"1";"3";"";"2015-05-21 22:23:28"
"544";"1";"1";"1";"Vairuotojas itin tragiskas! Vairuoja neatsargiai, neatsakingai! Isvaziuodamas is Silo tlt. st. neuzdare autobuso duru (VISU!). Sustojo vidury silo tilto uzdaryti duris. Isvaziuodamas is Tuskulenu rimties parko st. neivertino saugumo ar visi zmones ilipe ir prispaude moteriai peda durimis!! Sureagavo tik po penkto saukimo, STOP mygtukai autobuse neveikia. 
Autobusas slapias, pusr autobuso nulieta kazkokiu skysciu. 
Visa kelia garso koloneles reagavo i tikriausiai vairuotojo prie pat aparaturos padeta mobiluji telefona! 
Tragedija visiska, vairuotojo neatsakingumui nera zodziu!!";"2015-05-21 19:53:44"
"826";"0";"1";"0";"";"2015-05-21 18:17:08"
"517";"4";"0";"0";"";"2015-05-21 17:37:32"
"1113";"4";"3";"1";"";"2015-05-21 16:44:35"
"874";"4";"5";"4";"Greitai, ramiai, saugiai. Dekui uz kelione";"2015-05-21 16:43:11"
"852";"5";"5";"4";"";"2015-05-21 16:36:08"
"889";"1";"0";"4";"Per anksti atvyko i Perlojos stotele 3min.";"2015-05-21 10:22:08"
"114";"3";"1";"2";"VELUOJA 5 MIN";"2015-05-21 09:29:34"
"1558";"4";"1";"1";"Pavelavau i autobusa kuris turejo vezti ten kir nevaziuoja troleibusai.";"2015-05-21 09:26:45"
"147";"3";"5";"3";"metai laiko po pirmos žinutės, stotelių sąrašo greitajam autobuse, kaip nebuvo taip nėra";"2015-05-21 09:11:30"
"785";"1";"1";"4";"52 marsruta vertinu labai neigiamai del stovinejimo po minute stotelese pradedant nuo seiniaus stoteles. pradziai galvojau kad cia vairuotojo problema bet panasu vvt nesugebejimas sudaryti korektiskai marsrutu";"2015-05-21 07:13:20"
"965";"5";"5";"5";"puikiai vaziavo ryte, laiku spejau i darba.";"2015-05-21 06:09:31"
"431";"5";"5";"5";"Noriu labai padėkoti  už patogią kelionę 46 maršrutu ir paprašyti, kad šiu maršrutu būtų daugiau ilgų autobusų. Po darbo tiks ir Karosos, svarbiausia būtų vietos. Ar naujos Castrosuos, ar nauji MAN bei Soliariai, tačiau 16.50 ar 17.00 grįžtant iš centro į pašilaičius į visusi susigrūdame vienodai. Labai prašau, atkreipkite į tai dėmesį. Iš anksto dėkoju :)";"2015-05-20 20:52:56"
"1634";"2";"5";"4";"Visa kelia pastoviai staigiai stabdo";"2015-05-20 17:50:20"
"1609";"1";"4";"1";"izulus vairuotojas. keleivius veza kaip malkas, tai lekia tai stabdo staiga, nervuotas psichas";"2015-05-20 17:41:57"
"210";"5";"4";"5";"Vaižganto stotelėj vairuotojas palaukė bėgančios į autobusą keleivės. Šaunuolis";"2015-05-20 17:30:36"
"1108";"5";"4";"3";"Puikus vairuotojo darbas.";"2015-05-20 16:02:18"
"056";"4";"5";"1";"Laša stohas, kiauras.";"2015-05-20 11:32:20"
"813";"1";"1";"1";"9.00 pravažiavo Žalgirio stotelę neišlaipinęs ir neįlaipinęs keleivių. Kadangi maršrutas vyksta į retai lankomas vietas, keletui keleivių rimtai sutrukdyta kelionė";"2015-05-20 09:08:05"
"1592";"4";"4";"1";"kiauras stogas, laša vanduo troleibuso galinėje dalyje";"2015-05-20 09:03:23"
"709";"1";"5";"5";"vairuotojas galinėmis durimis Kaimelio st. prispaudė įlipantį keleivį";"2015-05-20 07:43:46"
"2125";"5";"5";"5";"miau";"2015-05-19 22:28:31"
"2125";"5";"5";"5";"";"2015-05-19 22:27:24"
"781";"5";"4";"5";"Per anksti atvaziavo.";"2015-05-19 22:23:03"
"964";"1";"5";"5";"neišleido bobutės stotelėje, labai nemandagiai ir nesaugiai pasielgė, uždarė duris prieš pat nosį. kol autobusas dar stovėjo, močiutė barbeno lazda į duris, vaikinas šalia šūktelėjo vairuotojui, kad ją išleistų, tačiau vairuotojas neklausė, nuvažiavo. paskui autobuse dauguma keleivių kalbėjosi apie negražų vairuotojo elgesį, buvo nepsotenkinimas vairuotoju.";"2015-05-19 22:00:12"
"981";"1";"5";"3";"ivaziuodamas i tarande autobusas lekia 60-70 greiciu nors ivazisvus i tarande z9na yra 40 greitis. atrodytu kad veza malkas o ne keleivius.";"2015-05-19 18:46:48"
"862";"1";"4";"2";"";"2015-05-19 18:31:44"
"966";"1";"3";"3";"Mano nuomone pirmiausia reikia užtikrinti keleivių saugumą, tačiau šiandien susidūriau su kitokia situacija, nežinau, ar vairuotojas skubėjo, tačiau kenčiau jo vairavimo stilių, atsiprašau už išsireiškimą (gazas-stapdi), bet jis turbūt užmiršo, kad veža keleivius. Na bet tai galėjau pakęsti, kantrybė trūko, kai antroje juostoje stovėjusi mašina buvo aplenkta naudojantis priešingo eismo juosta. Nežinau, gal KET pasikeitė man nežinant...";"2015-05-19 18:02:26"
"2648";"1";"1";"5";"prasti vairavimo igudziai";"2015-05-19 18:00:21"
"919";"5";"5";"5";"Patiko kelionė, nes greitai nuvežė.";"2015-05-19 17:34:49"
"803";"5";"5";"4";"profesionalas, daugiau tokiu";"2015-05-19 16:33:46"
"651";"4";"3";"1";"nespiejau i makdonaldo
 pusricius";"2015-05-19 15:54:47"
"527";"3";"3";"5";"";"2015-05-19 15:22:39"
"773";"4";"1";"0";"";"2015-05-19 14:51:41"
"912";"5";"5";"3";"";"2015-05-19 13:51:53"
"889";"5";"5";"5";"man patiko :)";"2015-05-19 12:33:07"
"943";"3";"1";"4";"autobusas veluoja vairuotojas vaziuoja labai letai. žmonės planuoja savo keliones tiksliai ir laiku.";"2015-05-19 12:22:36"
"2647";"1";"3";"1";"";"2015-05-19 10:37:30"
"191";"1";"5";"5";"Vairuotojas jaučiasi kaip lenktyniniame automobilyje kabindamas mergas - muzika visu garsu, važiuoja kaip kelių gaidelis. Sukdamas iš Kalvarijų į Ateities g. nesustojo ties stop linija (degė raudona), nepraleido pėsčiųjų";"2015-05-19 07:38:40"
"981";"1";"1";"3";"cia taip suplanuotas marsrutas kad autobusas turi vaziuoti 20km/h greiciu? stotelese stoveti ir laukti iki minutes? nors A juosta laisva. pro sali lenkia kiti autobusai kurie vaziuoja laiku. jeigu tai taikymasis prie grafiko tai gal verta perziuret grafika o ne gadint nervus pilnam autobuso keleiviu. mes mokame uz kokybiska vaziavima o ne 20km/h.";"2015-05-19 07:20:19"
"2718";"2";"5";"5";"nukrito usai";"2015-05-18 22:37:38"
"792";"5";"5";"5";"";"2015-05-18 22:16:10"
"883";"3";"5";"4";"Gale stoge esantis avarinis liukas baisiai barska autobusui stabtelejus ir jo varikliui dirbant ant tusciu apsuku.";"2015-05-18 19:39:08"
"546";"5";"5";"5";"labai šaunus vairuotojas! :)";"2015-05-18 18:33:47"
"1617";"5";"5";"3";"ačiū";"2015-05-18 18:30:15"
"710";"4";"1";"4";"Vėlavo 11 minučių.";"2015-05-18 18:04:34"
"2114";"1";"5";"3";"Važiuoja staigiai įsibėgėjant ir staigiai stabdo";"2015-05-18 15:55:19"
"982";"1";"1";"1";"";"2015-05-18 14:36:17"
"780";"4";"5";"5";"Isvažiavo, matyt, kiek per anksti, todėl dabar važiuoja dviračio greičiu. Keistas jausmas sėdėt autobuse, kai žinai, kad jį su dviračiu laisvai galima aplenkti.";"2015-05-18 12:10:14"
"517";"0";"1";"0";"Vaziuodamas is parko Pilaitej praleido Bitenu stotele, apgailetinas vairuotojo poelgis";"2015-05-18 11:43:59"
"846";"5";"1";"3";"Isvyko 7:36, vietoj 7:38, Tuskulenu at.";"2015-05-18 07:38:20"
"745";"3";"5";"2";"autobuso grindys lipnios, vairuotojas nusipurkus bilieta grazos neatiduoda.";"2015-05-18 07:29:14"
"470";"5";"5";"5";"no heating in the bus outside 7 degrees and inside the same.";"2015-05-18 07:21:15"
"955";"5";"5";"5";"";"2015-05-17 23:01:24"
"3004";"5";"3";"3";"";"2015-05-17 22:28:42"
"942";"5";"5";"5";"";"2015-05-17 20:27:43"
"5708";"5";"5";"5";"ilipo kontrole ir pradejo vadinti vairuotoja loxu. kontrole ilipo siemens arena stotelejw";"2015-05-17 16:33:11"
"2684";"4";"1";"5";"isvaziuodamas is parko 1 marsruta veluoja 5 minutes";"2015-05-17 06:10:38"
"719";"5";"5";"4";"";"2015-05-16 23:05:35"
"766";"4";"5";"4";"Gale autobuso stiprus išmetamųjų dujų kvapas.";"2015-05-16 22:57:48"
